"","season_name","season","full_name","castaway","age","city","state","personality_type","day","order","result","jury_status","original_tribe","merged_tribe","swapped_tribe","swapped_tribe2","total_votes_received","immunity_idols_won"
"346","Survivor: South Pacific",23,"Brandon Hantz","Brandon",19,"Katy","Texas","ESFP",35,15,"15th voted out","7th jury member","Upolu","Te Tuna",NA,NA,4,1
"347","Survivor: South Pacific",23,"Rick Nelson","Rick",51,"Aurora","Utah","ISFJ",37,16,"16th voted out","8th jury member","Upolu","Te Tuna",NA,NA,15,0
"348","Survivor: South Pacific",23,"Oscar Lusth","Ozzy",29,"Venice","California","ISFP",38,17,"17th voted out","9th jury member","Savaii","Te Tuna",NA,NA,17,2
"349","Survivor: South Pacific",23,"Albert Destrade","Albert",26,"Plantation","Florida","ENTJ",39,18,"2nd runner-up",NA,"Upolu","Te Tuna",NA,NA,1,1
"350","Survivor: South Pacific",23,"Benjamin Wade","Coach",39,"Susanville","California","ENFJ",39,19,"Runner-up",NA,"Upolu","Te Tuna",NA,NA,0,1
"351","Survivor: South Pacific",23,"Sophie Clarke","Sophie",22,"Willsboro","New York","INTJ",39,20,"Sole Survivor",NA,"Upolu","Te Tuna",NA,NA,5,3
"352","Survivor: Redemption Island",22,"Francesca Hogi","Francesca",36,"Washington","D.C.","INFJ",3,1,"1st voted out",NA,"Ometepe",NA,NA,NA,4,0
"353","Survivor: Redemption Island",22,"Matt Elrod","Matt",22,"Nashville","Tennessee","INFP",5,2,"2nd voted out",NA,"Ometepe",NA,NA,NA,10,0
"354","Survivor: Redemption Island",22,"Russell Hantz","Russell",37,"Dayton","Texas","ESTJ",8,3,"3rd voted out",NA,"Zapatera",NA,NA,NA,8,0
"355","Survivor: Redemption Island",22,"Kristina Kell","Kristina",46,"Malibu","California","INTP",11,4,"4th voted out",NA,"Ometepe",NA,NA,NA,9,0
"356","Survivor: Redemption Island",22,"Krista Klumpp","Krista",25,"Columbia","South Carolina","ISFP",13,5,"5th voted out",NA,"Zapatera",NA,NA,NA,6,0
"357","Survivor: Redemption Island",22,"Stephanie Valencia","Stephanie",26,"Long Beach","California","ESFP",16,6,"6th voted out",NA,"Zapatera",NA,NA,NA,8,0
"358","Survivor: Redemption Island",22,"Sarita White","Sarita",36,"Santa Monica","California","INTP",18,7,"7th voted out",NA,"Zapatera",NA,NA,NA,6,0
"359","Survivor: Redemption Island",22,"Matt Elrod","Matt",22,"Nashville","Tennessee","INFP",21,8,"8th voted out","6th jury member","Ometepe","Murlonio",NA,NA,10,0
"360","Survivor: Redemption Island",22,"Mike Chiesl","Mike",31,"Del Mar","California","ISFJ",22,9,"9th voted out","7th jury member","Zapatera","Murlonio",NA,NA,6,0
"361","Survivor: Redemption Island",22,"David Murphy","David",31,"West Hollywood","California","INTJ",24,10,"10th voted out","1st jury member","Zapatera","Murlonio",NA,NA,8,0
"362","Survivor: Redemption Island",22,"Julie Wolfe","Julie",50,"Oceanside","California","ISTJ",27,11,"11th voted out","2nd jury member","Zapatera","Murlonio",NA,NA,6,0
"363","Survivor: Redemption Island",22,"Ralph Kiser","Ralph",45,"Lebanon","Virginia","ESTP",30,12,"12th voted out","4th jury member","Zapatera","Murlonio",NA,NA,16,0
"364","Survivor: Redemption Island",22,"Steve Wright","Steve",51,"Huntington Beach","California","ISFJ",30,13,"13th voted out","3rd jury member","Zapatera","Murlonio",NA,NA,15,0
"365","Survivor: Redemption Island",22,"Andrea Boehlke","Andrea",21,"Random Lake","Wisconsin","ENFP",32,14,"14th voted out",NA,"Ometepe","Murlonio",NA,NA,9,1
"366","Survivor: Redemption Island",22,"Grant Mattos","Grant",29,"West Hollywood","California","ISFP",35,15,"15th voted out","5th jury member","Ometepe","Murlonio",NA,NA,11,2
"367","Survivor: Redemption Island",22,"Andrea Boehlke","Andrea",21,"Random Lake","Wisconsin","ENFP",37,16,"16th voted out","8th jury member","Ometepe","Murlonio",NA,NA,9,1
"368","Survivor: Redemption Island",22,"Ashley Underwood","Ashley",25,"Benton","Maine","ESTP",38,17,"17th voted out","9th jury member","Ometepe","Murlonio",NA,NA,3,2
"369","Survivor: Redemption Island",22,"Natalie Tenerelli","Natalie",19,"Acton","California","ISFP",39,18,"2nd runner-up",NA,"Ometepe","Murlonio",NA,NA,1,1
"370","Survivor: Redemption Island",22,"Phillip Sheppard","Phillip",52,"Santa Monica","California","ESTJ",39,19,"Runner-up",NA,"Ometepe","Murlonio",NA,NA,17,0
"371","Survivor: Redemption Island",22,"Rob Mariano","Rob",34,"Pensacola","Florida","ESTJ",39,20,"Sole Survivor",NA,"Ometepe","Murlonio",NA,NA,9,4
"372","Survivor: Nicaragua",21,"Wendy-Jo DeSmidt-Kohlhoff","Wendy",48,"Fromberg","Montana","ISFP",3,1,"1st voted out",NA,"Espada",NA,NA,NA,9,0
"373","Survivor: Nicaragua",21,"Shannon Elkins","Shannon",30,"Lafayette","Louisiana","ESTJ",6,2,"2nd voted out",NA,"La Flor",NA,NA,NA,7,0
"374","Survivor: Nicaragua",21,"Jimmy Johnson","Jimmy J.",67,"Islamorada","Florida","ESFJ",8,3,"3rd voted out",NA,"Espada",NA,NA,NA,8,0
"375","Survivor: Nicaragua",21,"James Tarantino","Jimmy T.",48,"Gloucester","Massachusetts","ESTP",11,4,"4th voted out",NA,"Espada",NA,NA,NA,5,0
"376","Survivor: Nicaragua",21,"Tyrone Davis","Tyrone",42,"Inglewood","California","ESTJ",14,5,"5th voted out",NA,"Espada",NA,"Espada",NA,6,0
"377","Survivor: Nicaragua",21,"Kelly Bruno","Kelly B.",26,"Durham","North Carolina","ISFP",15,6,"6th voted out",NA,"La Flor",NA,"La Flor",NA,16,0
"378","Survivor: Nicaragua",21,"Yve Rojas","Yve",41,"Kansas City","Missouri","ISFJ",15,7,"7th voted out",NA,"Espada",NA,"Espada",NA,13,0
"379","Survivor: Nicaragua",21,"Jill Behm","Jill",43,"Erie","Pennsylvania","ISTJ",18,8,"8th voted out",NA,"Espada",NA,"La Flor",NA,3,1
"380","Survivor: Nicaragua",21,"Alina Wilson","Alina",23,"Downey","California","INFP",22,9,"9th voted out","1st jury member","La Flor","Libertad","Espada",NA,10,0
"381","Survivor: Nicaragua",21,"Marty Piombo","Marty",48,"Mill Valley","California","ENTJ",24,10,"10th voted out","2nd jury member","Espada","Libertad","La Flor",NA,19,0
"382","Survivor: Nicaragua",21,"Brenda Lowe","Brenda",27,"Miami","Florida","INTJ",27,11,"11th voted out","3rd jury member","La Flor","Libertad","La Flor",NA,15,1
"383","Survivor: Nicaragua",21,"NaOnka Mixon","NaOnka",27,"Los Angeles","California","ESTP",28,12,"Quit","4th jury member","La Flor","Libertad","Espada",NA,3,0
"384","Survivor: Nicaragua",21,"Kelly Shinn","Kelly S.",20,"Mesa","Arizona","ENFP",28,13,"Quit","5th jury member","La Flor","Libertad","La Flor",NA,0,0
"385","Survivor: Nicaragua",21,"Ben Henry","Benry",24,"Los Angeles","California","ESTP",32,14,"12th voted out","6th jury member","La Flor","Libertad","Espada",NA,5,0
"386","Survivor: Nicaragua",21,"Jane Bright","Jane",56,"Jackson Springs","North Carolina","ISTP",36,15,"13th voted out","7th jury member","Espada","Libertad","La Flor",NA,11,2
"387","Survivor: Nicaragua",21,"Dan Lembo","Dan",63,"Water Mill","New York","ISTP",37,16,"14th voted out","8th jury member","Espada","Libertad","Espada",NA,10,0
"388","Survivor: Nicaragua",21,"Holly Hoffman","Holly",44,"Eureka","South Dakota","ENFJ",38,17,"15th voted out","9th jury member","Espada","Libertad","Espada",NA,4,1
"389","Survivor: Nicaragua",21,"Matthew Lenahan","Sash",30,"New York City","New York","ENTJ",39,18,"2nd runner-up",NA,"La Flor","Libertad","La Flor",NA,2,1
"390","Survivor: Nicaragua",21,"Chase Rice","Chase",24,"Fairview","North Carolina","ISFP",39,19,"Runner-up",NA,"La Flor","Libertad","Espada",NA,1,0
"391","Survivor: Nicaragua",21,"Jud Birza","Fabio",21,"Venice","California","ESFP",39,20,"Sole Survivor",NA,"La Flor","Libertad","La Flor",NA,2,4
"392","Survivor: Heroes vs. Villains",20,"Jessica Kiper","Sugar",30,"Los Angeles","California","ENFP",3,1,"1st voted out",NA,"Heroes",NA,NA,NA,9,0
"393","Survivor: Heroes vs. Villains",20,"Stephenie LaGrossa","Stephenie",29,"Philadelphia","Pennsylvania","ESTJ",6,2,"2nd voted out",NA,"Heroes",NA,NA,NA,6,0
"394","Survivor: Heroes vs. Villains",20,"Randy Bailey","Randy",50,"Austin","Texas","INTJ",8,3,"3rd voted out",NA,"Villains",NA,NA,NA,9,0
"395","Survivor: Heroes vs. Villains",20,"Cirie Fields","Cirie",39,"Norwalk","Connecticut","ENFJ",11,4,"4th voted out",NA,"Heroes",NA,NA,NA,3,0
"396","Survivor: Heroes vs. Villains",20,"Tom Westman","Tom",45,"New York City","New York","ESTJ",14,5,"5th voted out",NA,"Heroes",NA,NA,NA,8,0
"397","Survivor: Heroes vs. Villains",20,"Tyson Apostol","Tyson",30,"Heber City","Utah","ESTP",15,6,"6th voted out",NA,"Villains",NA,NA,NA,6,0
"398","Survivor: Heroes vs. Villains",20,"James Clement","James",32,"Lafayette","Louisiana","ISTP",15,7,"7th voted out",NA,"Heroes",NA,NA,NA,12,0
"399","Survivor: Heroes vs. Villains",20,"Rob Mariano","Rob",33,"Pensacola","Florida","ESTJ",18,8,"8th voted out",NA,"Villains",NA,NA,NA,5,1
"400","Survivor: Heroes vs. Villains",20,"Benjamin Wade","Coach",38,"Susanville","California","ENFJ",21,9,"9th voted out","1st jury member","Villains",NA,NA,NA,4,0
"401","Survivor: Heroes vs. Villains",20,"Courtney Yates","Courtney",28,"New York City","New York","ENTP",24,10,"10th voted out","2nd jury member","Villains",NA,NA,NA,9,0
"402","Survivor: Heroes vs. Villains",20,"James Thomas Jr.","J.T.",25,"Mobile","Alabama","ESTP",27,11,"11th voted out","3rd jury member","Heroes","Yin Yang",NA,NA,5,0
"403","Survivor: Heroes vs. Villains",20,"Amanda Kimmel","Amanda",25,"Los Angeles","California","ISFP",30,12,"12th voted out","4th jury member","Heroes","Yin Yang",NA,NA,10,0
"404","Survivor: Heroes vs. Villains",20,"Candice Woodcock","Candice",26,"Washington","D.C.","ISTJ",31,13,"13th voted out","5th jury member","Heroes","Yin Yang",NA,NA,5,1
"405","Survivor: Heroes vs. Villains",20,"Danielle DiLorenzo","Danielle",28,"Los Angeles","California","ESFP",33,14,"14th voted out","6th jury member","Villains","Yin Yang",NA,NA,4,1
"406","Survivor: Heroes vs. Villains",20,"Rupert Boneham","Rupert",45,"Indianapolis","Indiana","ESFJ",36,15,"15th voted out","7th jury member","Heroes","Yin Yang",NA,NA,10,0
"407","Survivor: Heroes vs. Villains",20,"Colby Donaldson","Colby",35,"Los Angeles","California","ISTP",37,16,"16th voted out","8th jury member","Heroes","Yin Yang",NA,NA,8,0
"408","Survivor: Heroes vs. Villains",20,"Jerri Manthey","Jerri",38,"Los Angeles","California","ESFP",38,17,"17th voted out","9th jury member","Villains","Yin Yang",NA,NA,9,1
"409","Survivor: Heroes vs. Villains",20,"Russell Hantz","Russell",36,"Dayton","Texas","ESTJ",39,18,"2nd Runner-up",NA,"Villains","Yin Yang",NA,NA,7,2
"410","Survivor: Heroes vs. Villains",20,"Parvati Shallow","Parvati",26,"Los Angeles","California","ENFJ",39,19,"Runner-up",NA,"Villains","Yin Yang",NA,NA,12,3
"411","Survivor: Heroes vs. Villains",20,"Sandra Diaz-Twine","Sandra",35,"Fayetteville","North Carolina","ESTP",39,20,"Sole Survivor",NA,"Villains","Yin Yang",NA,NA,3,0
"412","Survivor: Samoa",19,"Marisa Calihan","Marisa",26,"Cincinnati","Ohio","INFP",3,1,"1st voted out",NA,"Foa Foa",NA,NA,NA,7,0
"413","Survivor: Samoa",19,"Mike Borassi","Mike",62,"Marina del Rey","California","ESTP",5,2,"Medically evacuated",NA,"Foa Foa",NA,NA,NA,0,0
"414","Survivor: Samoa",19,"Betsy Bolan","Betsy",48,"Campton","New Hampshire","ESTJ",6,3,"2nd voted out",NA,"Foa Foa",NA,NA,NA,7,0
"415","Survivor: Samoa",19,"Ben Browning","Ben",28,"Los Angeles","California","ESTP",8,4,"3rd voted out",NA,"Foa Foa",NA,NA,NA,7,0
"416","Survivor: Samoa",19,"Yasmin Giles","Yasmin",33,"Los Angeles","California","ESFP",11,5,"4th voted out",NA,"Galu",NA,NA,NA,8,0
"417","Survivor: Samoa",19,"Ashley Trainer","Ashley",22,"Maple Grove","Minnesota","ENFP",14,6,"5th voted out",NA,"Foa Foa",NA,NA,NA,9,0
"418","Survivor: Samoa",19,"Russell Swan","Russell S.",42,"Glenside","Pennsylvania","ESFJ",15,7,"Medically evacuated",NA,"Galu",NA,NA,NA,0,0
"419","Survivor: Samoa",19,"Elizabeth Kim","Liz",33,"New York City","New York","INTP",18,8,"6th voted out",NA,"Foa Foa",NA,NA,NA,5,0
"420","Survivor: Samoa",19,"Erik Cardona","Erik",28,"Los Angeles","California","ENTP",21,9,"7th voted out","1st jury member","Galu","Aiga",NA,NA,10,0
"421","Survivor: Samoa",19,"Kelly Sharbaugh","Kelly",25,"San Diego","California","ISFP",24,10,"8th voted out","2nd jury member","Galu","Aiga",NA,NA,4,0
"422","Survivor: Samoa",19,"Laura Morett","Laura",39,"Salem","Oregon","ENFJ",27,11,"9th voted out","3rd jury member","Galu","Aiga",NA,NA,10,2
"423","Survivor: Samoa",19,"John Fincher","John",25,"Santa Monica","California","INTP",30,12,"10th voted out","4th jury member","Galu","Aiga",NA,NA,7,1
"424","Survivor: Samoa",19,"Dave Ball","Dave",38,"Los Angeles","California","INTP",31,13,"11th voted out","5th jury member","Galu","Aiga",NA,NA,8,0
"425","Survivor: Samoa",19,"Monica Padilla","Monica",25,"San Diego","California","ENFP",33,14,"12th voted out","6th jury member","Galu","Aiga",NA,NA,7,0
"426","Survivor: Samoa",19,"Shannon Waters","Shambo",45,"Renton","Washington","ESFP",36,15,"13th voted out","7th jury member","Galu","Aiga",NA,NA,6,0
"427","Survivor: Samoa",19,"Jaison Robinson","Jaison",28,"Chicago","Illinois","INTJ",37,16,"14th voted out","8th jury member","Foa Foa","Aiga",NA,NA,7,2
"428","Survivor: Samoa",19,"Brett Clouser","Brett",23,"Los Angeles","California","ISFP",38,17,"15th voted out","9th jury member","Galu","Aiga",NA,NA,3,3
"429","Survivor: Samoa",19,"Mick Trimming","Mick",33,"Los Angeles","California","INTP",39,18,"2nd runner-up",NA,"Foa Foa","Aiga",NA,NA,4,1
"430","Survivor: Samoa",19,"Russell Hantz","Russell H.",36,"Dayton","Texas","ESTJ",39,19,"Runner-up",NA,"Foa Foa","Aiga",NA,NA,6,0
"431","Survivor: Samoa",19,"Natalie White","Natalie",26,"Van Buren","Arkansas","ISFJ",39,20,"Sole Survivor",NA,"Foa Foa","Aiga",NA,NA,8,0
"432","Survivor: Tocantins",18,"Carolina Eastwood","Carolina",26,"West Hollywood","California","ESTJ",3,1,"1st voted out",NA,"Jalapao",NA,NA,NA,7,0
"433","Survivor: Tocantins",18,"Candace Smith","Candace",31,"Los Angeles","California","ISTJ",6,2,"2nd voted out",NA,"Timbira",NA,NA,NA,7,0
"434","Survivor: Tocantins",18,"Jerry Sims","Jerry",49,"Rock Hill","South Carolina","ISTJ",9,3,"3rd voted out",NA,"Timbira",NA,NA,NA,6,0
"435","Survivor: Tocantins",18,"Sandy Burgin","Sandy",53,"Louisville","Kentucky","ESFP",12,4,"4th voted out",NA,"Jalapao",NA,NA,NA,6,0
"436","Survivor: Tocantins",18,"Spencer Duhm","Spencer",19,"Gainesville","Florida","INFP",15,5,"5th voted out",NA,"Jalapao",NA,NA,NA,5,0
"437","Survivor: Tocantins",18,"Sydney Wheeler","Sydney",24,"San Diego","California","ISFP",18,6,"6th voted out",NA,"Jalapao",NA,NA,NA,4,0
"438","Survivor: Tocantins",18,"Joe Dowdle","Joe",26,"Austin","Texas","ISTJ",20,7,"Medically evacuated",NA,"Jalapao","Forza",NA,NA,1,0
"439","Survivor: Tocantins",18,"Brendan Synnott","Brendan",30,"Vail","Colorado","ENTP",24,8,"7th voted out","1st jury member","Timbira","Forza",NA,NA,4,0
"440","Survivor: Tocantins",18,"Tyson Apostol","Tyson",29,"Heber City","Utah","ESTP",27,9,"8th voted out","2nd jury member","Timbira","Forza",NA,NA,5,2
"441","Survivor: Tocantins",18,"Sierra Reed","Sierra",23,"Los Angeles","California","INFP",30,10,"9th voted out","3rd jury member","Timbira","Forza",NA,NA,11,0
"442","Survivor: Tocantins",18,"Debra Beebe","Debbie",46,"Auburn","Alabama","ESFJ",33,11,"10th voted out","4th jury member","Timbira","Forza",NA,NA,6,1
"443","Survivor: Tocantins",18,"Benjamin Wade","Coach",37,"Bolivar","Missouri","ENFJ",36,12,"11th voted out","5th jury member","Timbira","Forza",NA,NA,6,1
"444","Survivor: Tocantins",18,"Tamara Johnson-George","Taj",37,"Nashville","Tennessee","ENFJ",37,13,"12th voted out","6th jury member","Jalapao","Forza",NA,NA,7,0
"445","Survivor: Tocantins",18,"Erinn Lobdell","Erinn",26,"Milwaukee","Wisconsin","ENFP",38,14,"13th voted out","7th jury member","Timbira","Forza",NA,NA,5,0
"446","Survivor: Tocantins",18,"Stephen Fishbach","Stephen",29,"New York City","New York","INTP",39,15,"Runner-up",NA,"Jalapao","Forza",NA,NA,1,1
"447","Survivor: Tocantins",18,"James Thomas Jr.","J.T.",24,"Mobile","Alabama","ESTP",39,16,"Sole Survivor",NA,"Jalapao","Forza",NA,NA,0,2
"448","Survivor: Gabon",17,"Michelle Chase","Michelle",24,"Los Angeles","California","INTP",3,1,"1st voted out",NA,"Fang",NA,NA,NA,8,0
"449","Survivor: Gabon",17,"Gillian Larson","Gillian",61,"Temecula","California","ENFP",6,2,"2nd voted out",NA,"Fang",NA,NA,NA,8,0
"450","Survivor: Gabon",17,"Paloma Soto-Castillo","Paloma",23,"Downey","California","ENFP",9,3,"3rd voted out",NA,"Kota",NA,NA,NA,7,0
"451","Survivor: Gabon",17,"Jacquie Berg","Jacquie",25,"Santa Barbara","California","ENFJ",12,4,"4th voted out",NA,"Kota",NA,"Fang",NA,5,0
"452","Survivor: Gabon",17,"Danny Brown","GC",25,"Portland","Oregon","INFP",15,5,"5th voted out",NA,"Fang",NA,"Fang",NA,6,1
"453","Survivor: Gabon",17,"Kelly Czarnecki","Kelly",22,"Buffalo Grove","Illinois","INFP",18,6,"6th voted out",NA,"Kota",NA,"Fang",NA,8,0
"454","Survivor: Gabon",17,"Ace Gordon","Ace",27,"Naples","Florida","INTJ",21,7,"7th voted out",NA,"Kota",NA,"Fang",NA,8,0
"455","Survivor: Gabon",17,"Dan Kay","Dan",32,"Boston","Massachusetts","ISFP",21,8,"8th voted out",NA,"Fang",NA,"Kota",NA,8,0
"456","Survivor: Gabon",17,"Marcus Lehman","Marcus",28,"Atlanta","Georgia","ENTJ",24,9,"9th voted out","1st jury member","Kota",NA,"Kota","Kota",3,2
"457","Survivor: Gabon",17,"Charlie Herschel","Charlie",29,"New York City","New York","ENFP",27,10,"10th voted out","2nd jury member","Kota","Nobag","Kota","Fang",5,0
"458","Survivor: Gabon",17,"Randy Bailey","Randy",49,"Eagle Rock","Missouri","INTJ",30,11,"11th voted out","3rd jury member","Fang","Nobag","Kota","Fang",5,0
"459","Survivor: Gabon",17,"Corinne Kaplan","Corinne",29,"Los Angeles","California","ENTJ",33,12,"12th voted out","4th jury member","Kota","Nobag","Kota","Fang",4,0
"460","Survivor: Gabon",17,"Crystal Cox","Crystal",29,"Durham","North Carolina","ESFP",36,13,"13th voted out","5th jury member","Fang","Nobag","Fang","Kota",13,0
"461","Survivor: Gabon",17,"Ken Hoang","Ken",22,"Westminster","California","INTP",37,14,"14th voted out","6th jury member","Fang","Nobag","Fang","Kota",7,1
"462","Survivor: Gabon",17,"Matty Whitmore","Matty",29,"Pacific Palisades","California","ESFP",38,15,"15th voted out","7th jury member","Fang","Nobag","Fang","Fang",7,0
"463","Survivor: Gabon",17,"Jessica Kiper","Sugar",29,"Brooklyn","New York","ENFP",39,16,"2nd runner-up",NA,"Kota","Nobag","Fang","Fang",0,1
"464","Survivor: Gabon",17,"Susie Smith","Susie",47,"Charles City","Iowa","ISFJ",39,17,"Runner-up",NA,"Fang","Nobag","Kota","Kota",10,2
"465","Survivor: Gabon",17,"Robert Crowley","Bob",57,"South Portland","Maine","INTP",39,18,"Sole Survivor",NA,"Kota","Nobag","Kota","Kota",2,3
"466","Survivor: Micronesia",16,"Jonny Fairplay","Jonny",33,"Los Angeles","California","ENTP",3,1,"1st voted out",NA,"Malakal",NA,NA,NA,9,0
"467","Survivor: Micronesia",16,"Mary Sartain","Mary",29,"Emeryville","California","ISFJ",6,2,"2nd voted out",NA,"Airai",NA,NA,NA,6,0
"468","Survivor: Micronesia",16,"Yau-Man Chan","Yau-Man",55,"Martinez","California","INTP",8,3,"3rd voted out",NA,"Malakal",NA,NA,NA,6,0
"469","Survivor: Micronesia",16,"Michael Bortone","Mikey B",34,"Los Angeles","California","ENTP",11,4,"4th voted out",NA,"Airai",NA,NA,NA,6,0
"470","Survivor: Micronesia",16,"Joel Anderson","Joel",32,"Avondale","Arizona","ESTJ",14,5,"5th voted out",NA,"Airai",NA,"Malakal",NA,6,0
"471","Survivor: Micronesia",16,"Jonathan Penner","Jonathan",45,"Los Angeles","California","ENTP",15,6,"Medically evacuated",NA,"Malakal",NA,"Airai",NA,0,0
"472","Survivor: Micronesia",16,"Chet Welch","Chet",48,"Ford City","Pennsylvania","INFP",17,7,"6th voted out",NA,"Airai",NA,"Malakal",NA,12,0
"473","Survivor: Micronesia",16,"Kathleen Sleckman","Kathy",45,"Glen Ellyn","Illinois","ENFP",19,8,"Quit",NA,"Airai",NA,"Airai",NA,0,0
"474","Survivor: Micronesia",16,"Tracy Hughes-Wolf","Tracy",43,"Fredericksburg","Virginia","ENFJ",20,9,"7th voted out",NA,"Airai",NA,"Malakal",NA,7,0
"475","Survivor: Micronesia",16,"Ami Cusack","Ami",34,"Golden","Colorado","ENTJ",21,10,"8th voted out",NA,"Malakal",NA,"Malakal",NA,4,0
"476","Survivor: Micronesia",16,"Eliza Orlins","Eliza",25,"Manhattan","New York","ENTJ",24,11,"9th voted out","1st jury member","Malakal","Dabu","Airai",NA,8,0
"477","Survivor: Micronesia",16,"Oscar Lusth","Ozzy",26,"Venice","California","ISFP",27,12,"10th voted out","2nd jury member","Malakal","Dabu","Malakal",NA,9,0
"478","Survivor: Micronesia",16,"Jason Siska","Jason",22,"Fox River Grove","Illinois","ESFP",30,13,"11th voted out","3rd jury member","Airai","Dabu","Airai",NA,8,1
"479","Survivor: Micronesia",16,"James Clement","James",30,"Lafayette","Louisiana","ISTP",31,14,"Medically evacuated","4th jury member","Malakal","Dabu","Airai",NA,3,0
"480","Survivor: Micronesia",16,"Alexis Jones","Alexis",24,"Beverly Hills","California","ENFJ",33,15,"12th voted out","5th jury member","Airai","Dabu","Airai",NA,2,0
"481","Survivor: Micronesia",16,"Erik Reichenbach","Erik",22,"Ypsilanti","Michigan","INTP",36,16,"13th voted out","6th jury member","Airai","Dabu","Malakal",NA,7,4
"482","Survivor: Micronesia",16,"Natalie Bolton","Natalie",32,"West Hollywood","California","INTJ",37,17,"14th voted out","7th jury member","Airai","Dabu","Airai",NA,3,0
"483","Survivor: Micronesia",16,"Cirie Fields","Cirie",37,"Norwalk","Connecticut","ENFJ",38,18,"15th voted out","8th jury member","Malakal","Dabu","Malakal",NA,3,0
"484","Survivor: Micronesia",16,"Amanda Kimmel","Amanda",23,"Los Angeles","California","ISFP",39,19,"Runner-up",NA,"Malakal","Dabu","Malakal",NA,4,1
"485","Survivor: Micronesia",16,"Parvati Shallow","Parvati",25,"Los Angeles","California","ENFJ",39,20,"Sole Survivor",NA,"Malakal","Dabu","Airai",NA,4,1
"486","Survivor: China",15,"Steve Morris","Chicken",47,"Marion","Virginia","ISFP",3,1,"1st voted out",NA,"Zhan Hu",NA,NA,NA,5,0
"487","Survivor: China",15,"Ashley Massaro","Ashley",28,"East Northport","New York","ESFP",6,2,"2nd voted out",NA,"Zhan Hu",NA,NA,NA,8,0
"488","Survivor: China",15,"Leslie Nease","Leslie",38,"Tega Cay","South Carolina","ENFP",9,3,"3rd voted out",NA,"Fei Long",NA,NA,NA,6,0
"489","Survivor: China",15,"Dave Cruser","Dave",37,"Simi Valley","California","ESTP",12,4,"4th voted out",NA,"Zhan Hu",NA,NA,NA,6,0
"490","Survivor: China",15,"Aaron Reisberger","Aaron",32,"Venice","California","ISTJ",15,5,"5th voted out",NA,"Fei Long",NA,"Zhan Hu",NA,3,0
"491","Survivor: China",15,"Sherea Lloyd","Sherea",26,"Atlanta","Georgia","ESFP",18,6,"6th voted out",NA,"Zhan Hu",NA,"Fei Long",NA,6,0
"492","Survivor: China",15,"Jaime Dugan","Jaime",22,"Columbia","South Carolina","ESFJ",21,7,"7th voted out","1st jury member","Zhan Hu","Hae Da Fung","Zhan Hu",NA,7,0
"493","Survivor: China",15,"Jean-Robert Bellande","Jean-Robert",36,"Las Vegas","Nevada","INTP",24,8,"8th voted out","2nd jury member","Fei Long","Hae Da Fung","Fei Long",NA,12,0
"494","Survivor: China",15,"Michael Zernow","Frosti",20,"Chicago","Illinois","ESFP",27,9,"9th voted out","3rd jury member","Zhan Hu","Hae Da Fung","Fei Long",NA,7,1
"495","Survivor: China",15,"James Clement","James",30,"Lafayette","Louisiana","ISTP",30,10,"10th voted out","4th jury member","Fei Long","Hae Da Fung","Zhan Hu",NA,9,0
"496","Survivor: China",15,"Erik Huffman","Erik",26,"Nashville","Tennessee","ISFP",33,11,"11th voted out","5th jury member","Zhan Hu","Hae Da Fung","Zhan Hu",NA,5,1
"497","Survivor: China",15,"Peih-Gee Law","Peih-Gee",29,"Marina del Rey","California","ENTP",36,12,"12th voted out","6th jury member","Zhan Hu","Hae Da Fung","Zhan Hu",NA,8,0
"498","Survivor: China",15,"Denise Martin","Denise",40,"Douglas","Massachusetts","ISFP",38,13,"13th voted out","7th jury member","Fei Long","Hae Da Fung","Fei Long",NA,3,0
"499","Survivor: China",15,"Amanda Kimmel","Amanda",22,"Los Angeles","California","ISFP",39,14,"2nd runner-up",NA,"Fei Long","Hae Da Fung","Fei Long",NA,0,2
"500","Survivor: China",15,"Courtney Yates","Courtney",26,"New York City","New York","ENTP",39,15,"Runner-up",NA,"Fei Long","Hae Da Fung","Fei Long",NA,0,1
"501","Survivor: China",15,"Todd Herzog","Todd",22,"Pleasant Grove","Utah","ENFP",39,16,"Sole Survivor",NA,"Fei Long","Hae Da Fung","Fei Long",NA,5,0
"502","Survivor: Fiji",14,"Jessica deBen","Jessica",27,"Los Angeles","California","INFJ",3,1,"1st voted out",NA,"Ravu",NA,NA,NA,6,0
"503","Survivor: Fiji",14,"Erica Durousseau","Erica",27,"Baton Rouge","Louisiana","ESFP",6,2,"2nd voted out",NA,"Ravu",NA,NA,NA,6,0
"504","Survivor: Fiji",14,"Sylvia Kwan","Sylvia",52,"Ross","California","ISTJ",8,3,"3rd voted out",NA,"Ravu",NA,NA,NA,6,0
"505","Survivor: Fiji",14,"Gary Stritesky","Gary",55,"Ramsey","Minnesota","ISFJ",10,4,"Quit",NA,"Moto",NA,NA,NA,0,0
"506","Survivor: Fiji",14,"Liliana Gomez","Liliana",25,"Los Angeles","California","ISTJ",11,5,"4th voted out",NA,"Moto",NA,NA,NA,6,0
"507","Survivor: Fiji",14,"Rita Verreos","Rita",38,"San Antonio","Texas","ISFJ",14,6,"5th voted out",NA,"Ravu",NA,NA,NA,6,0
"508","Survivor: Fiji",14,"Anthony Robinson","Anthony",32,"Compton","California","INFP",16,7,"6th voted out",NA,"Ravu",NA,"Ravu",NA,10,0
