schoolid,schoolname,calendaryear,academicyear,condscholind,numenteringcondschol,numeliminatedcondschol,numstudents,ftnumstudents,ptnumstudents,totalrecvgrant,totalrecvgrantp,ftrecvgrant,ptrecvgrant,totalgrantlthalf,totalgrantlthalfp,ftgrantlthalf,ptgrantlthalf,totalgrantalhalf,totalgrantalhalfp,ftgrantalhalf,ptgrantalhalf,totalgrantfull,totalgrantfullp,ftgrantfull,ptgrantfull,totalgrantgtfull,totalgrantgtfullp,ftgrantgtfull,ptgrantgtfull,ftgrantamt75,ptgrantamt75,ftgrantamtmedian,ptgrantamtmedian,ftgrantamt25,ptgrantamt25
144503,Georgetown University,2017,2016,N,,,1964,1722,242,1093,55.7,1014,79,735,37.4,659,76,357,18.2,354,3,1,0.1,1,0,0,0,0,0,32500,10602,20100,7500,15000,4112
144503,Georgetown University,2018,2017,N,,,1983,1751,232,1131,57,1061,70,701,35.4,636,65,419,21.1,415,4,11,0.6,10,1,0,0,0,0,35000,15000,25000,10000,15000,6168
144503,Georgetown University,2019,2018,N,,,2008,1788,220,1171,58.3,1097,74,763,38,695,68,389,19.4,385,4,19,0.9,17,2,0,0,0,0,37300,15000,25000,12500,15000,7500
144802,Howard University,2015,2014,Y,73,49,412,408,4,179,43.4,179,0,113,27.4,113,0,64,15.5,64,0,0,0,0,0,2,0.5,2,0,22500,0,14000,0,5500,0
144802,Howard University,2016,2015,Y,55,1,413,413,0,170,41.2,170,,95,23,95,0,70,16.9,70,,0,0,0,,5,1.2,5,,22500,,16000,,10000,
144802,Howard University,2017,2016,Y,61,9,396,395,1,180,45.5,180,0,107,27,107,0,66,16.7,66,0,4,1,4,0,3,0.8,3,0,37999,0,22289,0,11807,0
144802,Howard University,2018,2017,N,,,422,422,0,175,41.5,175,0,80,19,80,0,90,21.3,90,0,0,0,0,0,5,1.2,5,0,26436,0,17828,0,11540,0
144802,Howard University,2019,2018,Y,56,17,414,414,0,172,41.5,172,,71,17.1,71,,80,19.3,80,,0,0,0,,21,5.1,21,,28719,,17822,,9056,
146601,Barry University,2015,2014,Y,128,53,782,517,265,663,84.8,419,244,530,67.8,332,198,127,16.2,83,44,4,0.5,2,2,2,0.3,2,0,16000,12000,10000,6250,6000,3000
146601,Barry University,2016,2015,Y,179,60,757,476,281,619,81.8,372,247,458,60.5,270,188,149,19.7,93,56,4,0.5,3,1,8,1.1,6,2,18000,13000,11000,6125,5500,3063
146601,Barry University,2017,2016,Y,170,64,619,431,188,520,84,342,178,314,50.7,194,120,163,26.3,109,54,9,1.5,8,1,34,5.5,31,3,22000,17250,15000,9000,8500,3375
146601,Barry University,2018,2017,Y,196,84,685,483,202,535,78.1,362,173,319,46.6,202,117,206,30.1,150,56,0,0,0,0,10,1.5,10,0,23000,16250,16000,10151,10000,3500
146601,Barry University,2019,2018,Y,189,78,689,494,195,537,77.9,371,166,318,46.2,220,98,218,31.6,150,68,0,0,0,0,1,0.1,1,0,24000,19000,17500,11250,10750,5000
146800,St. Thomas University (Florida),2015,2014,Y,130,28,643,601,42,299,46.5,299,0,220,34.2,220,0,79,12.3,79,0,0,0,0,0,0,0,0,0,20000,0,12000,0,6250,0
146800,St. Thomas University (Florida),2016,2015,Y,121,52,630,592,38,337,53.5,337,0,238,37.8,238,0,99,15.7,99,0,0,0,0,0,0,0,0,0,20000,0,13000,0,8000,0
146800,St. Thomas University (Florida),2017,2016,Y,89,32,591,573,18,347,58.7,347,0,245,41.5,245,0,99,16.8,99,0,3,0.5,3,0,0,0,0,0,22000,0,14758,0,8000,0
146800,St. Thomas University (Florida),2018,2017,Y,120,61,561,561,0,370,66,370,0,240,42.8,240,0,129,23,129,0,1,0.2,1,0,0,0,0,0,23000,0,15000,0,10000,0
146800,St. Thomas University (Florida),2019,2018,Y,105,46,533,533,0,318,59.7,318,,193,36.2,193,,124,23.3,124,,1,0.2,1,,0,0,0,,25000,,18000,,11000,
148001,Florida A&M University,2015,2014,Y,3,0,464,321,143,131,28.2,102,29,111,23.9,84,27,16,3.4,14,2,0,0,0,0,4,0.9,4,0,5000,3279,2279,2000,1519,1139
148001,Florida A&M University,2016,2015,Y,1,0,467,312,155,97,20.8,80,17,70,15,57,13,22,4.7,18,4,0,0,0,0,5,1.1,5,0,7880,6086,5158,3038,2000,2000
148001,Florida A&M University,2017,2016,Y,1,0,454,311,143,94,20.7,74,20,67,14.8,53,14,16,3.5,12,4,1,0.2,1,0,10,2.2,8,2,6000,5000,3038,3038,1833,1701
148001,Florida A&M University,2018,2017,N,,,520,369,151,88,16.9,67,21,0,0,0,0,36,6.9,17,19,52,10,50,2,0,0,0,0,6000,4000,2500,1519,1519,760
148001,Florida A&M University,2019,2018,N,,,529,391,138,101,19.1,78,23,0,0,0,0,27,5.1,4,23,73,13.8,73,0,1,0.2,1,0,5000,3000,2279,1519,1000,760
148900,Florida State University,2015,2014,N,,,644,614,30,355,55.1,355,0,254,39.4,254,0,100,15.5,100,0,0,0,0,0,1,0.2,1,0,13000,0,8500,0,1200,0
148900,Florida State University,2016,2015,Y,1,0,598,565,33,356,59.5,356,0,177,29.6,177,0,154,25.8,154,0,9,1.5,9,0,16,2.7,16,0,15000,0,10500,0,5000,0
148900,Florida State University,2017,2016,Y,1,0,576,537,39,400,69.4,400,0,176,30.6,176,0,183,31.8,183,0,18,3.1,18,0,23,4,23,0,16000,0,11500,0,2000,0
148900,Florida State University,2018,2017,Y,1,0,552,552,0,487,88.2,487,0,182,33,182,0,231,41.8,231,0,5,0.9,5,0,69,12.5,69,0,17000,0,12000,0,2500,0
148900,Florida State University,2019,2018,N,,,581,581,0,498,85.7,498,,149,25.6,149,,222,38.2,222,,38,6.5,38,,89,15.3,89,,20643,,14900,,5200,
150900,Nova Southeastern University,2015,2014,Y,39,10,821,630,191,273,33.3,239,34,255,31.1,221,34,18,2.2,18,0,0,0,0,0,0,0,0,0,15000,5500,10000,3500,5000,3500
150900,Nova Southeastern University,2016,2015,Y,66,15,750,563,187,200,26.7,172,28,183,24.4,155,28,17,2.3,17,0,0,0,0,0,0,0,0,0,15000,9000,10000,5000,5000,2500
150900,Nova Southeastern University,2017,2016,Y,99,35,714,553,161,239,33.5,211,28,211,29.6,185,26,28,3.9,26,2,0,0,0,0,0,0,0,0,15000,10000,12000,7500,10000,5000
150900,Nova Southeastern University,2018,2017,Y,80,21,743,598,145,221,29.7,184,37,184,24.8,165,19,37,5,19,18,0,0,0,0,0,0,0,0,15000,15000,10000,11250,7500,9000
150900,Nova Southeastern University,2019,2018,Y,137,27,636,525,111,275,43.2,238,37,229,36,197,32,46,7.2,41,5,0,0,0,0,0,0,0,0,15016,9000,15000,7500,10000,5000
153101,Stetson University,2015,2014,Y,14,0,865,667,198,510,59,430,80,342,39.5,290,52,103,11.9,87,16,35,4,30,5,30,3.5,23,7,21730,15000,12000,8125,7000,4000
153101,Stetson University,2016,2015,Y,7,0,836,672,164,544,65.1,468,76,364,43.5,312,52,127,15.2,113,14,30,3.6,27,3,23,2.8,16,7,22000,15803,13000,8947,6988,3500
153101,Stetson University,2017,2016,Y,7,0,815,682,133,595,73,525,70,441,54.1,390,51,119,14.6,104,15,18,2.2,16,2,17,2.1,15,2,21000,16125,13405,8353,8000,5200
153101,Stetson University,2018,2017,Y,4,0,790,672,118,590,74.7,525,65,431,54.6,387,44,134,17,116,18,15,1.9,13,2,10,1.3,9,1,22000,16500,15750,10538,9500,4750
153101,Stetson University,2019,2018,Y,5,0,825,695,130,649,78.7,567,82,464,56.2,400,64,168,20.4,150,18,13,1.6,13,0,4,0.5,4,0,22000,16500,15750,10538,9500,4750
153505,University of Florida,2015,2014,N,,,944,944,0,598,63.3,598,,425,45,425,,159,16.8,159,,0,0,0,,14,1.5,14,,13500,,7500,,4000,
153505,University of Florida,2016,2015,N,,,961,961,0,554,57.6,554,,374,38.9,374,,165,17.2,165,,0,0,0,,15,1.6,15,,14500,,6400,,3000,
153505,University of Florida,2017,2016,N,,,969,969,0,707,73,707,,434,44.8,434,,242,25,242,,0,0,0,,31,3.2,31,,15419,,8000,,3000,
153505,University of Florida,2018,2017,N,,,969,969,,727,75,727,,340,35.1,340,,299,30.9,299,,71,7.3,71,,17,1.8,17,,20807,,14494,,5574,
153505,University of Florida,2019,2018,N,,,901,901,0,746,82.8,746,,220,24.4,220,,351,39,351,,76,8.4,76,,99,11,99,,14758,,10357,,5097,
153601,University of Miami,2015,2014,Y,145,12,1011,972,39,387,38.3,387,0,156,15.4,156,0,198,19.6,198,0,10,1,10,0,23,2.3,23,0,30000,0,25000,0,20000,0
153601,University of Miami,2016,2015,Y,182,10,935,909,26,452,48.3,452,0,180,19.3,180,0,216,23.1,216,0,29,3.1,29,0,27,2.9,27,0,32000,0,28161,0,20000,0
153601,University of Miami,2017,2016,Y,175,10,916,895,21,501,54.7,501,0,152,16.6,152,0,258,28.2,258,0,66,7.2,66,0,25,2.7,25,0,36000,0,30000,0,23000,0
153601,University of Miami,2018,2017,Y,205,8,1061,1061,0,595,56.1,595,0,190,17.9,190,0,277,26.1,277,0,103,9.7,103,0,25,2.4,25,0,40000,0,29600,0,23000,0
153601,University of Miami,2019,2018,Y,215,10,1092,1092,0,606,55.5,606,,223,20.4,223,,215,19.7,215,,142,13,142,,26,2.4,26,,51280,,36000,,24600,
156400,Emory University,2015,2014,N,,,819,819,0,671,81.9,671,,395,48.2,395,,267,32.6,267,,0,0,0,,9,1.1,9,,27000,,22000,,18000,
156400,Emory University,2016,2015,N,,,836,836,0,696,83.3,696,,407,48.7,407,,278,33.3,278,,0,0,0,,11,1.3,11,,30000,,24000,,18000,
156400,Emory University,2017,2016,N,,,872,872,0,731,83.8,731,,401,46,401,,320,36.7,320,,0,0,0,,10,1.1,10,,34000,,25000,,18000,
156400,Emory University,2018,2017,N,,,853,853,,730,85.6,730,,362,42.4,362,,358,42,358,,10,1.2,10,,0,0,0,,35500,,28000,,20000,
156400,Emory University,2019,2018,N,,,864,864,0,743,86,743,,353,40.9,353,,381,44.1,381,,0,0,0,,9,1,9,,37000,,30000,,20000,
157400,Georgia State University,2015,2014,N,,,630,435,195,208,33,167,41,138,21.9,125,13,27,4.3,6,21,43,6.8,36,7,0,0,0,0,7500,5000,4000,4000,2500,2000
157400,Georgia State University,2016,2015,N,,,633,455,178,179,28.3,144,35,149,23.5,119,30,23,3.6,20,3,5,0.8,5,0,2,0.3,0,2,4000,2000,6000,4000,14541,5000
157400,Georgia State University,2017,2016,N,,,632,453,179,244,38.6,214,30,80,12.7,65,15,44,7,41,3,119,18.8,107,12,1,0.2,1,0,18451,16805,16858,7500,5000,5000
157400,Georgia State University,2018,2017,N,,,616,468,148,262,42.5,237,25,111,18,105,6,13,2.1,8,5,137,22.2,124,13,1,0.2,0,1,18733,16265,16858,15037,5000,5000
157400,Georgia State University,2019,2018,N,,,634,472,162,340,53.6,290,50,171,27,156,15,47,7.4,27,20,119,18.8,104,15,3,0.5,3,0,12844,10818,5000,4293,4000,3000
158015,Mercer University,2015,2014,N,,,427,426,1,290,67.9,290,0,213,49.9,213,0,47,11,47,0,14,3.3,14,0,16,3.7,16,0,20000,0,12000,0,6000,0
158015,Mercer University,2016,2015,N,,,415,415,0,342,82.4,342,,250,60.2,250,,77,18.6,77,,2,0.5,2,,13,3.1,13,,19500,,12500,,6000,
158015,Mercer University,2017,2016,N,,,389,389,0,317,81.5,317,,183,47,183,,121,31.1,121,,0,0,0,,13,3.3,13,,22000,,17500,,8000,
158015,Mercer University,2018,2017,N,,,372,372,,325,87.4,325,,180,48.4,180,,129,34.7,129,,0,0,0,,16,4.3,16,,24000,,18000,,8000,
158015,Mercer University,2019,2018,N,,,394,394,0,330,83.8,330,,179,45.4,179,,136,34.5,136,,0,0,0,,15,3.8,15,,25000,,18000,,12000,
159800,University of Georgia,2015,2014,N,,,583,583,0,329,56.4,329,,206,35.3,206,,116,19.9,116,,6,1,6,,1,0.2,1,,10600,,5000,,3000,
159800,University of Georgia,2016,2015,N,,,576,576,0,360,62.5,360,,204,35.4,204,,143,24.8,143,,11,1.9,11,,2,0.3,2,,12500,,7500,,5000,
159800,University of Georgia,2017,2016,N,,,566,566,0,367,64.8,367,,193,34.1,193,,159,28.1,159,,12,2.1,12,,3,0.5,3,,12500,,9500,,5000,
159800,University of Georgia,2018,2017,N,,,577,577,,386,66.9,386,,216,37.4,216,,153,26.5,153,,14,2.4,14,,3,0.5,3,,11970,,7500,,5000,
159800,University of Georgia,2019,2018,N,,,582,582,0,448,77,448,,245,42.1,245,,186,32,186,,7,1.2,7,,10,1.7,10,,11250,,7700,,3974,
161000,University of Hawaii,2015,2014,N,,,325,257,68,143,44,126,17,124,38.2,113,11,15,4.6,9,6,1,0.3,1,0,3,0.9,3,0,7000,13762,5000,3750,3425,3750
161000,University of Hawaii,2016,2015,N,,,305,232,73,158,51.8,134,24,141,46.2,124,17,16,5.2,9,7,0,0,0,0,1,0.3,1,0,5975,11170,4000,3000,3480,1500
161000,University of Hawaii,2017,2016,N,,,306,241,65,171,55.9,149,22,155,50.7,141,14,13,4.2,6,7,1,0.3,0,1,2,0.7,2,0,6000,11946,4000,4000,4000,2500
161000,University of Hawaii,2018,2017,N,,,294,227,67,166,56.5,140,26,147,50,130,17,14,4.8,8,6,1,0.3,0,1,3,1,1,2,6984,8323,4000,3000,4000,2000
161000,University of Hawaii,2019,2018,N,,,316,252,64,202,63.9,178,24,181,57.3,167,14,17,5.4,9,8,1,0.3,0,1,3,0.9,2,1,7500,11968,5000,6500,4000,3000
162600,University of Idaho,2015,2014,Y,66,15,353,351,2,131,37.1,130,1,106,30,105,1,22,6.2,22,0,2,0.6,2,0,1,0.3,1,0,12000,0,6000,1800,4000,0
162600,University of Idaho,2016,2015,Y,57,21,343,334,9,136,39.7,134,2,88,25.7,87,1,43,12.5,42,1,4,1.2,4,0,1,0.3,1,0,10000,0,7000,7408,4000,0
162600,University of Idaho,2017,2016,Y,75,21,298,295,3,155,52,151,4,114,38.3,110,4,34,11.4,34,0,3,1,3,0,4,1.3,4,0,10000,0,7000,0,4000,0
162600,University of Idaho,2018,2017,Y,83,31,309,309,0,171,55.3,171,0,130,42.1,126,4,28,9.1,28,0,12,3.9,12,0,1,0.3,1,0,10475,0,7500,0,5000,0
162600,University of Idaho,2019,2018,Y,83,21,315,315,0,175,55.6,175,,144,45.7,144,,17,5.4,17,,13,4.1,13,,1,0.3,1,,15000,,7000,,4000,
167100,Depaul University,2015,2014,N,,,762,642,120,685,89.9,579,106,505,66.3,452,53,170,22.3,126,44,2,0.3,0,2,8,1,1,7,20000,20000,15000,12000,10000,8000
167100,Depaul University,2016,2015,N,,,727,602,125,702,96.6,587,115,522,71.8,449,73,179,24.6,137,42,0,0,0,0,1,0.1,1,0,20500,17500,18000,12000,12000,8000
167100,Depaul University,2017,2016,N,,,727,586,141,704,96.8,571,133,422,58,356,66,281,38.7,215,66,1,0.1,0,1,0,0,0,0,25000,20000,20000,15000,12875,8000
167100,Depaul University,2018,2017,N,,,722,621,101,699,96.8,593,106,481,66.6,410,71,215,29.8,182,33,0,0,0,0,3,0.4,1,2,25000,15000,19000,10200,12000,7500
167100,Depaul University,2019,2018,N,,,710,600,110,658,92.7,550,108,375,52.8,304,71,279,39.3,244,35,1,0.1,1,0,3,0.4,1,2,25000,18000,20000,12000,12000,9000
169101,Chicago-Kent College of Law-IIT,2015,2014,N,,,799,692,107,654,81.9,577,77,344,43.1,302,42,301,37.7,267,34,0,0,0,0,9,1.1,8,1,26000,20000,20000,15000,15000,10000
169101,Chicago-Kent College of Law-IIT,2016,2015,N,,,747,635,112,643,86.1,550,93,260,34.8,223,37,365,48.9,312,53,11,1.5,9,2,7,0.9,6,1,30000,22500,23900,16875,15000,10000
169101,Chicago-Kent College of Law-IIT,2017,2016,N,,,738,607,131,650,88.1,541,109,246,33.3,203,43,376,50.9,317,59,20,2.7,18,2,8,1.1,3,5,30000,22500,25000,18750,15000,11250
169101,Chicago-Kent College of Law-IIT,2018,2017,N,,,734,636,98,679,92.5,574,105,255,34.7,205,50,391,53.3,341,50,30,4.1,27,3,3,0.4,1,2,33990,23200,30000,18750,15000,10000
169101,Chicago-Kent College of Law-IIT,2019,2018,N,,,780,652,128,672,86.2,570,102,243,31.2,198,45,397,50.9,346,51,28,3.6,23,5,4,0.5,3,1,36053,25000,30000,18750,18000,11250
169800,John Marshall Law School,2015,2014,Y,214,81,1138,835,303,798,70.1,607,191,542,47.6,436,106,150,13.2,108,42,38,3.3,27,11,68,6,36,32,20000,12000,12000,6000,5980,4485
